No.,Time,Source,Destination,Protocol,Length,Info,Frame Type,Frame Control Field
3130,128.483195,00:04:a3:be:ae:d9:d2:49,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
3131,128.534694,00:04:a3:be:ae:d9:d2:49,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3132,128.539694,00:04:9f:73:35:d1:98:80,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
3133,128.591195,00:04:9f:73:35:d1:98:80,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3134,128.596194,00:12:4b:81:bd:de:7e:f0,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
3135,128.647694,00:12:4b:81:bd:de:7e:f0,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3136,128.652693,00:21:ed:3a:38:05:06:25,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
3137,128.704443,00:21:ed:3a:38:05:06:25,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3138,128.709441,00:12:4b:72:81:51:26:73,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
3139,128.761236,00:12:4b:72:81:51:26:73,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3140,128.766344,00:04:9f:a8:b6:94:87:1f,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
3141,128.817716,00:04:9f:a8:b6:94:87:1f,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3142,128.822715,00:04:a3:10:d5:41:8d:bd,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
3143,128.874479,00:04:a3:10:d5:41:8d:bd,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3144,128.879488,00:04:a3:ed:51:19:ea:09,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
3145,128.930727,00:04:a3:ed:51:19:ea:09,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3146,128.935843,00:12:4b:1c:1a:78:6c:bc,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
3147,128.987294,00:12:4b:1c:1a:78:6c:bc,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3148,128.992189,00:12:4b:3c:18:e8:71:c1,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
3149,129.043965,00:12:4b:3c:18:e8:71:c1,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3150,129.049071,00:0d:6f:f8:6c:b5:35:88,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
3151,129.100479,00:0d:6f:f8:6c:b5:35:88,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3152,129.10546,00:04:a3:e7:6c:37:14:a6,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
3153,129.157081,00:04:a3:e7:6c:37:14:a6,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3154,129.16208,00:0b:57:15:a0:6b:68:cb,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
3155,129.21399,00:0b:57:15:a0:6b:68:cb,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3156,129.219106,00:11:7d:1a:ab:de:0b:15,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
3157,129.270606,00:11:7d:1a:ab:de:0b:15,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3158,129.27561,00:0d:6f:d0:3d:e6:0b:8f,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
3159,129.327344,00:0d:6f:d0:3d:e6:0b:8f,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3160,129.33248,00:0b:57:8a:6c:29:d4:4d,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
3161,129.383985,00:0b:57:8a:6c:29:d4:4d,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3162,129.388954,00:0d:6f:7b:4f:39:af:1e,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
3163,129.441107,00:0d:6f:7b:4f:39:af:1e,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3164,129.446083,00:12:4b:94:09:63:5a:1d,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
3165,129.497527,00:12:4b:94:09:63:5a:1d,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3166,129.502608,00:04:25:bf:94:6d:7f:75,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
3167,129.527858,0x0005,0x0008,6LoWPAN,48,"Data, Dst: 0x0008, Src: 0x0005",0x00000001,0x00008861
3168,129.52835,,,IEEE 802.15.4,5,Ack,0x00000002,0x00000002
3169,129.55398,00:04:25:bf:94:6d:7f:75,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3170,129.559102,00:0b:57:6e:f6:d7:cd:32,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
3171,129.610652,00:0b:57:6e:f6:d7:cd:32,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3172,129.615599,00:13:a2:c4:14:d8:a6:7c,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
3173,129.667108,00:13:a2:c4:14:d8:a6:7c,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3174,129.672223,00:12:4b:05:1f:81:dc:9b,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
3175,129.723867,00:12:4b:05:1f:81:dc:9b,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3176,129.728975,00:30:66:14:3f:57:65:15,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
3177,129.780331,00:30:66:14:3f:57:65:15,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3178,129.785339,00:11:7d:c3:6b:60:c2:c8,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
3179,129.836721,00:11:7d:c3:6b:60:c2:c8,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3180,129.841831,00:a0:50:0f:4f:a3:f4:eb,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
3181,129.893332,00:a0:50:0f:4f:a3:f4:eb,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3182,129.898331,00:0d:6f:ac:d2:ce:6d:b2,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
3183,129.949849,00:0d:6f:ac:d2:ce:6d:b2,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3184,129.954694,00:04:a3:86:0d:13:a0:77,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
3185,130.00629,00:04:a3:86:0d:13:a0:77,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3186,130.011329,00:13:a2:5f:77:c6:41:e9,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
3187,130.062878,00:13:a2:5f:77:c6:41:e9,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3188,130.067703,00:04:a3:b7:37:9c:3e:29,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
3189,130.11933,00:04:a3:b7:37:9c:3e:29,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3190,130.124327,00:11:7d:fd:26:73:76:d6,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
3191,130.175976,00:11:7d:fd:26:73:76:d6,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3192,130.180949,00:a0:50:59:6b:8a:3f:91,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
3193,130.232597,00:a0:50:59:6b:8a:3f:91,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3194,130.237576,00:13:a2:7a:66:ea:b0:e4,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
3195,130.289182,00:13:a2:7a:66:ea:b0:e4,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3196,130.294329,00:12:4b:a4:bc:62:ce:c2,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
3197,130.345973,00:12:4b:a4:bc:62:ce:c2,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3198,130.350956,00:12:4b:5c:70:fb:1b:ff,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
3199,130.402467,00:12:4b:5c:70:fb:1b:ff,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3200,130.407593,00:13:a2:93:f6:6c:7f:6f,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
3201,130.459218,00:13:a2:93:f6:6c:7f:6f,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3202,130.464319,00:a0:50:fe:45:de:e4:4c,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
3203,130.515734,00:a0:50:fe:45:de:e4:4c,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3204,130.520799,00:a0:50:52:77:1e:47:de,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
3205,130.572426,00:a0:50:52:77:1e:47:de,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3206,130.577299,00:30:66:05:3e:38:7c:69,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
3207,130.628824,00:30:66:05:3e:38:7c:69,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3208,130.633939,00:12:4b:d6:f5:ae:0f:ea,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
3209,130.6853,00:12:4b:d6:f5:ae:0f:ea,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3210,130.690298,00:04:9f:ab:96:f3:67:30,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
3211,130.742074,00:04:9f:ab:96:f3:67:30,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3212,130.747047,00:12:4b:e4:00:12:22:db,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
3213,130.799298,00:12:4b:e4:00:12:22:db,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3214,130.80447,00:12:4b:63:44:67:f0:8a,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
3215,130.856092,00:12:4b:63:44:67:f0:8a,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3216,130.860961,00:11:7d:0a:0a:b8:af:19,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
3217,130.912587,00:11:7d:0a:0a:b8:af:19,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3218,130.917571,00:a0:50:b9:14:cf:16:87,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
3219,130.96909,00:a0:50:b9:14:cf:16:87,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3220,130.974061,00:11:7d:3c:a4:4b:4c:8a,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
3221,131.025625,00:11:7d:3c:a4:4b:4c:8a,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3222,131.030552,00:04:a3:1d:78:26:66:77,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
3223,131.081959,00:04:a3:1d:78:26:66:77,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3224,131.086932,00:0d:6f:d4:4b:64:a6:12,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
3225,131.138324,00:0d:6f:d4:4b:64:a6:12,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3226,131.143308,00:04:9f:f5:d4:92:8d:4e,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
3227,131.195089,00:04:9f:f5:d4:92:8d:4e,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3228,131.199942,00:0d:6f:a0:2a:dc:c5:82,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
3229,131.251706,00:0d:6f:a0:2a:dc:c5:82,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3230,131.256837,00:04:a3:ce:99:61:e4:7b,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
3231,131.308353,00:04:a3:ce:99:61:e4:7b,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3232,131.313226,00:30:66:22:16:b6:1b:d9,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
3233,131.364697,00:30:66:22:16:b6:1b:d9,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3234,131.369598,00:12:4b:2b:b9:90:47:45,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
3235,131.421412,00:12:4b:2b:b9:90:47:45,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3236,131.426316,00:13:a2:43:3c:1d:7b:3a,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
3237,131.478205,00:13:a2:43:3c:1d:7b:3a,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3238,131.483309,00:30:66:ae:a2:a9:d7:d1,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
3239,131.534763,00:30:66:ae:a2:a9:d7:d1,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3240,131.539835,00:04:9f:b1:00:83:e3:bd,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
3241,131.591173,00:04:9f:b1:00:83:e3:bd,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3242,131.596339,00:30:66:1a:0c:69:df:af,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
3243,131.647541,00:30:66:1a:0c:69:df:af,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3244,131.652686,00:12:4b:ed:9b:17:ae:64,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
3245,131.704163,00:12:4b:ed:9b:17:ae:64,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3246,131.709316,00:0b:57:56:6e:1d:d1:84,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
3247,131.760943,00:0b:57:56:6e:1d:d1:84,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3248,131.765942,00:30:66:70:b3:56:8e:30,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
3249,131.803348,0x0005,0x0008,6LoWPAN,48,"Data, Dst: 0x0008, Src: 0x0005",0x00000001,0x00008861
3250,131.803602,,,IEEE 802.15.4,5,Ack,0x00000002,0x00000002
3251,131.817691,00:30:66:70:b3:56:8e:30,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3252,131.822685,00:0d:6f:21:3f:86:71:99,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
3253,131.874474,00:0d:6f:21:3f:86:71:99,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3254,131.879581,00:11:7d:0d:80:61:18:b8,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
3255,131.932081,00:11:7d:0d:80:61:18:b8,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3256,131.937079,00:13:a2:74:f4:1e:d7:9b,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
3257,131.988819,00:13:a2:74:f4:1e:d7:9b,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3258,131.993801,00:0b:57:5d:d8:f2:1f:6d,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
3259,132.046399,00:0b:57:5d:d8:f2:1f:6d,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3260,132.052057,00:30:66:33:86:84:11:fe,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
3261,132.10355,00:30:66:33:86:84:11:fe,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3262,132.108701,00:a0:50:a5:ef:14:8a:75,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
3263,132.160461,00:a0:50:a5:ef:14:8a:75,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3264,132.16545,00:04:25:2f:70:a2:62:25,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
3265,132.216908,00:04:25:2f:70:a2:62:25,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3266,132.221923,00:12:4b:ca:29:0d:1b:57,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
3267,132.273686,00:12:4b:ca:29:0d:1b:57,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3268,132.278672,00:30:66:61:98:75:f7:ea,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
3269,132.330437,00:30:66:61:98:75:f7:ea,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3270,132.335448,00:04:25:b5:47:b6:27:83,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
3271,132.386962,00:04:25:b5:47:b6:27:83,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3272,132.391953,00:a0:50:cd:da:4d:3b:f0,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
3273,132.443721,00:a0:50:cd:da:4d:3b:f0,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3274,132.448804,00:0b:57:d6:6e:9f:1b:d8,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
3275,132.500406,00:0b:57:d6:6e:9f:1b:d8,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3276,132.505422,00:21:ed:44:1d:77:c4:a6,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
3277,132.556842,00:21:ed:44:1d:77:c4:a6,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3278,132.561779,00:0b:57:3c:0b:85:66:3d,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
3279,132.613031,00:0b:57:3c:0b:85:66:3d,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3280,132.618653,00:a0:50:3e:4e:6a:fe:87,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
3281,132.670028,00:a0:50:3e:4e:6a:fe:87,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3282,132.675028,00:04:9f:65:66:ca:a9:39,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
3283,132.72653,00:04:9f:65:66:ca:a9:39,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3284,132.731552,00:0d:6f:75:d3:e0:cd:ec,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
3285,132.783074,00:0d:6f:75:d3:e0:cd:ec,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3286,132.788053,00:04:a3:ae:83:72:b5:cc,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
3287,132.83981,00:04:a3:ae:83:72:b5:cc,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3288,132.844943,00:21:ed:17:5e:04:2f:ae,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
3289,132.896663,00:21:ed:17:5e:04:2f:ae,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3290,132.901691,00:13:a2:2c:a0:86:64:16,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
3291,132.953333,00:13:a2:2c:a0:86:64:16,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3292,132.958276,00:21:ed:8a:4f:88:86:39,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
3293,133.010055,00:21:ed:8a:4f:88:86:39,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3294,133.015165,00:a0:50:78:e7:ca:bd:67,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
3295,133.066607,00:a0:50:78:e7:ca:bd:67,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3296,133.071566,00:13:a2:84:89:b6:46:31,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
3297,133.123446,00:13:a2:84:89:b6:46:31,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3298,133.128564,00:a0:50:04:c3:d1:7d:bb,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
3299,133.180443,00:a0:50:04:c3:d1:7d:bb,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3300,133.185428,00:11:7d:80:84:c4:0b:25,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
3301,133.236816,00:11:7d:80:84:c4:0b:25,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3302,133.241817,00:a0:50:e4:83:14:ab:3b,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
3303,133.293424,00:a0:50:e4:83:14:ab:3b,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3304,133.298423,00:0d:6f:65:78:86:2b:5a,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
3305,133.349808,00:0d:6f:65:78:86:2b:5a,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3306,133.354819,00:11:7d:43:8b:d6:d0:1e,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
3307,133.406542,00:11:7d:43:8b:d6:d0:1e,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3308,133.411566,00:0d:6f:48:42:7c:84:f3,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
3309,133.463287,00:0d:6f:48:42:7c:84:f3,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3310,133.468295,00:0b:57:bd:e1:1c:a2:3b,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
3311,133.519658,00:0b:57:bd:e1:1c:a2:3b,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3312,133.526043,00:30:66:df:b5:f3:aa:56,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
3313,133.577511,00:30:66:df:b5:f3:aa:56,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3314,133.582432,00:30:66:95:3e:d2:86:27,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
3315,133.633805,00:30:66:95:3e:d2:86:27,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3316,133.646985,00:11:7d:1b:df:23:ce:7d,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
3317,133.695035,00:11:7d:1b:df:23:ce:7d,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3318,133.70058,00:11:7d:85:86:bd:45:7c,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
3319,133.75217,00:11:7d:85:86:bd:45:7c,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3320,133.75703,00:04:25:f2:bf:c1:15:be,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
3321,133.808438,00:04:25:f2:bf:c1:15:be,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3322,133.813444,00:a0:50:63:7d:44:bf:60,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
3323,133.864816,00:a0:50:63:7d:44:bf:60,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3324,133.869814,00:21:ed:d7:27:35:70:38,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
3325,133.921193,00:21:ed:d7:27:35:70:38,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3326,133.926168,00:13:a2:28:f5:cb:a9:d9,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
3327,133.977418,00:13:a2:28:f5:cb:a9:d9,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3328,133.982549,00:04:9f:3c:b3:e3:7c:aa,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
3329,134.033918,00:04:9f:3c:b3:e3:7c:aa,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3330,134.038906,00:04:a3:2b:36:c0:10:98,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
3331,134.079018,0x0005,0x0008,IEEE 802.15.4,48,"Data, Dst: 0x0008, Src: 0x0005, Bad FCS",0x00000001,0x00008861
3332,134.079386,,,IEEE 802.15.4,5,Ack,0x00000002,0x00000002
3333,134.090273,00:04:a3:2b:36:c0:10:98,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3334,134.09527,00:13:a2:18:e3:c5:cb:07,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
3335,134.146514,00:13:a2:18:e3:c5:cb:07,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3336,134.151661,00:11:7d:0e:15:d9:74:27,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
3337,134.202915,00:11:7d:0e:15:d9:74:27,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3338,134.207887,00:0d:6f:37:ff:44:bf:f4,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
3339,134.259265,00:0d:6f:37:ff:44:bf:f4,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
3340,134.264387,00:13:a2:ad:fb:16:eb:ef,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
